x,y,collision
-5.52738,-3.30855,0
-5.52988,-3.30863,0
-5.47670,-3.30687,0
-5.44279,-3.30575,0
-5.44279,-3.30575,0
-5.40632,-3.30419,0
-5.36770,-3.30321,0
-5.33408,-3.30228,0
-5.29486,-3.30169,0
-5.25642,-3.30126,0
-5.22278,-3.30115,0
-5.18133,-3.30122,0
-5.14764,-3.30099,0
-5.11917,-3.30127,0
-5.08380,-3.30163,0
-5.04458,-3.30228,0
-5.00676,-3.30286,0
-4.96516,-3.30330,0
-4.92267,-3.30351,0
-4.88029,-3.30411,0
-4.83604,-3.30532,0
-4.79614,-3.30628,0
-4.76974,-3.30801,0
-4.74163,-3.30873,0
-4.71781,-3.30907,0
-4.69410,-3.30901,0
-4.66690,-3.30691,0
-4.64779,-3.30562,0
-4.62215,-3.30289,0
-4.59091,-3.30178,0
-4.57099,-3.30298,0
-4.54772,-3.30104,0
-4.52265,-3.29883,0
-4.49107,-3.29720,0
-4.46165,-3.29614,0
-4.42012,-3.29695,0
-4.38521,-3.29813,0
-4.34384,-3.30012,0
-4.30926,-3.30293,0
-4.27893,-3.30572,0
-4.24960,-3.30966,0
-4.23294,-3.31256,0
-4.21711,-3.31425,0
-4.21355,-3.31441,0
-4.20942,-3.31537,0
-4.20507,-3.31557,0
-4.20057,-3.31744,0
-4.19198,-3.32146,0
-4.18321,-3.32545,0
-4.17176,-3.32461,0
-4.14995,-3.32864,0
-4.12140,-3.33103,0
-4.10569,-3.32992,0
-4.10569,-3.32992,0
-4.10569,-3.32992,0
-4.10569,-3.32992,0
-4.10569,-3.32992,0
-4.10570,-3.32992,1
-4.10570,-3.32992,1
-4.10570,-3.32992,1
-6.33280,-3.33094,1
-4.46907,-3.33961,0
-5.31366,-3.34493,0
-5.26380,-3.34483,0
-5.24104,-3.34480,0
-4.58212,-3.33901,0
-4.77298,-3.34274,0
-4.74255,-3.34094,0
-4.71128,-3.34022,0
-4.67631,-3.33922,0
-4.64933,-3.33721,0
-4.61545,-3.33363,0
-4.59884,-3.33437,0
-4.57888,-3.33052,0
-4.55407,-3.32658,0
-4.53297,-3.32667,0
-4.51352,-3.32358,0
-4.48034,-3.32012,0
-4.44365,-3.31794,0
-4.37158,-3.33989,0
-4.39519,-3.30159,0
-4.42423,-3.25550,0
-4.45176,-3.21225,0
-4.48094,-3.16815,0
-4.50967,-3.12521,0
-4.53887,-3.08251,0
-4.56801,-3.04099,0
-4.59663,-3.00120,0
-4.62760,-2.96070,0
-4.66047,-2.92012,0
-4.69380,-2.87976,0
-4.72345,-2.84583,0
-4.75578,-2.81039,0
-4.79149,-2.77297,0
-4.82772,-2.73650,0
-4.86842,-2.69683,0
-4.90666,-2.66111,0
-4.94500,-2.62697,0
-4.98595,-2.59206,0
-5.02544,-2.55950,0
-5.06471,-2.52819,0
-5.10425,-2.49763,0
-5.14471,-2.46745,0
-5.18592,-2.43760,0
-5.22924,-2.40695,0
-5.27172,-2.37778,0
-5.31363,-2.34963,0
-5.35675,-2.32131,0
-5.40129,-2.29301,0
-5.44552,-2.26569,0
-5.48761,-2.24043,0
-5.53104,-2.21512,0
-5.57604,-2.18968,0
-5.62094,-2.16483,0
-5.66593,-2.14043,0
-5.70950,-2.11790,0
-5.75635,-2.09408,0
-5.79909,-2.07320,0
-5.84349,-2.05204,0
-5.88740,-2.03212,0
-5.93316,-2.01234,0
-5.97988,-1.99310,0
-6.02589,-1.97522,0
-6.07052,-1.95875,0
-6.11462,-1.94308,0
-6.15979,-1.92786,0
-6.20668,-1.91333,0
-6.25195,-1.90028,0
-6.29316,-1.88896,0
-6.33641,-1.87736,0
-6.37778,-1.86665,0
-6.42027,-1.85630,0
-6.46252,-1.84628,0
-6.51398,-1.83475,0
-6.55582,-1.82602,0
-6.60266,-1.81543,0
-6.64987,-1.80498,0
-6.69898,-1.79486,0
-6.74929,-1.78485,0
-6.79457,-1.77661,0
-6.84565,-1.76790,0
-6.89578,-1.75965,0
-6.94229,-1.75209,0
-6.99234,-1.74430,0
-7.03972,-1.73749,0
-7.08625,-1.73109,0
-7.13269,-1.72486,0
-7.17661,-1.71900,0
-7.22016,-1.71332,0
-7.26395,-1.70797,0
-7.30715,-1.70279,0
-7.34979,-1.69779,0
-7.39033,-1.69309,0
-7.43033,-1.68865,0
-7.47251,-1.68420,0
-7.51307,-1.67982,0
-7.55661,-1.67534,0
-7.59999,-1.67136,0
-7.64240,-1.66760,0
-7.68695,-1.66400,0
-7.72949,-1.66121,0
-7.76973,-1.65871,0
-7.80727,-1.65659,0
-7.84464,-1.65468,0
-7.88287,-1.65281,0
-7.92085,-1.65133,0
-7.95542,-1.65012,0
-7.99346,-1.64913,0
-8.02293,-1.64854,0
-8.05400,-1.64822,0
-8.08331,-1.64819,0
-8.10854,-1.64827,0
-8.13820,-1.64865,0
-8.16954,-1.64905,0
-8.19707,-1.64935,0
-8.22346,-1.64967,0
-8.25013,-1.65032,0
-8.27711,-1.65112,0
-8.30694,-1.65207,0
-8.34129,-1.65344,0
-8.37317,-1.65493,0
-8.41528,-1.65730,0
-8.45385,-1.66005,0
-8.48972,-1.66303,0
-8.52426,-1.66606,0
-8.56416,-1.66967,0
-8.60688,-1.67396,0
-8.64435,-1.67794,0
-8.68134,-1.68207,0
-8.72022,-1.68652,0
-8.75674,-1.69089,0
-8.79250,-1.69533,0
-8.83000,-1.70010,0
-8.86546,-1.70458,0
-8.90202,-1.70941,0
-8.94326,-1.71527,0
-8.97527,-1.71993,0
-9.01555,-1.72612,0
-9.05314,-1.73228,0
-9.08668,-1.73756,0
-9.11212,-1.74148,0
-9.15185,-1.74959,0
-9.18884,-1.75738,0
-9.22532,-1.76511,0
-9.25686,-1.77236,0
-9.28947,-1.77982,0
-9.32475,-1.78824,0
-9.36160,-1.79681,0
-9.39518,-1.80553,0
-9.43978,-1.81827,0
-9.48353,-1.83208,0
-9.52859,-1.84673,0
-9.57806,-1.86416,0
-9.62395,-1.88127,0
-9.67478,-1.90049,0
-9.72468,-1.92048,0
-9.76968,-1.93888,0
-9.81754,-1.95849,0
-9.86444,-1.97839,0
-9.90872,-1.99771,0
-9.95039,-2.01679,0
-9.99186,-2.03602,0
-10.03104,-2.05440,0
-10.07184,-2.07390,0
-10.11386,-2.09470,0
-10.15375,-2.11512,0
-10.19409,-2.13616,0
-10.23533,-2.15785,0
-10.27112,-2.17650,0
-10.31274,-2.19874,0
-10.34961,-2.21877,0
-10.38455,-2.23824,0
-10.41731,-2.25624,0
-10.43072,-2.26087,0
-10.43959,-2.26884,0
-10.44426,-2.27360,0
-10.46412,-2.28465,0
-10.48909,-2.29626,0
-10.49219,-2.29959,0
-10.50437,-2.30443,0
-10.51720,-2.30925,0
-10.53288,-2.31760,0
-10.55045,-2.32414,0
-10.55575,-2.32687,0
-10.56569,-2.33088,0
-10.59638,-2.34188,0
-10.61968,-2.35062,0
-10.62898,-2.35349,0
-10.64706,-2.35908,0
-10.66407,-2.36295,0
-10.67195,-2.36762,0
-10.68489,-2.37123,0
-10.69622,-2.37948,0
-10.70379,-2.37898,0
-10.71180,-2.38285,0
-10.72022,-2.38827,0
-10.73208,-2.39032,0
-10.73841,-2.39459,0
-10.73756,-2.39919,0
-10.75827,-2.40141,0
-10.78110,-2.40447,0
-10.79310,-2.40541,0
-10.79864,-2.40339,0
-10.80626,-2.40414,0
-10.81365,-2.40898,0
-10.81701,-2.40501,0
-10.82281,-2.40726,0
-10.83141,-2.41453,0
-10.84020,-2.41931,0
-10.84425,-2.42345,0
-10.84730,-2.42660,0
-10.85411,-2.42957,0
-10.86086,-2.43370,0
-10.86443,-2.43484,0
-10.86796,-2.43299,0
-10.87359,-2.43744,0
-10.88385,-2.44256,0
-10.88786,-2.44620,0
-10.89451,-2.45145,0
-10.90285,-2.45621,0
-10.90863,-2.46043,0
-10.91475,-2.46021,0
-10.92736,-2.46794,0
-10.93671,-2.47295,0
-10.95431,-2.48149,0
-10.96186,-2.48256,0
-10.97155,-2.48533,0
-10.98020,-2.48950,0
-10.98724,-2.49416,0
-10.99181,-2.49880,0
-11.00908,-2.50659,0
-11.02177,-2.51315,0
-11.03251,-2.51860,0
-11.04585,-2.52281,0
-11.05635,-2.52817,0
-11.07163,-2.53387,0
-11.08340,-2.53934,0
-11.08991,-2.54213,0
-11.09848,-2.54414,0
-11.10755,-2.54869,0
-11.11169,-2.55099,0
-11.12717,-2.55316,0
-11.13310,-2.55551,0
-11.13651,-2.55595,0
-11.14516,-2.55617,0
-11.15224,-2.55892,0
-11.15720,-2.56306,0
-11.17523,-2.56738,0
-11.18151,-2.56894,0
-11.19100,-2.57026,0
-11.20785,-2.57690,0
-11.21727,-2.57908,0
-11.22824,-2.58141,0
-11.23923,-2.58283,0
-11.25478,-2.59045,0
-11.27164,-2.59751,0
-11.28658,-2.60609,0
-11.29959,-2.61205,0
-11.32689,-2.62293,0
-11.33860,-2.62751,0
-11.35950,-2.63504,0
-11.38647,-2.64385,0
-11.41173,-2.65132,0
-11.43792,-2.65837,0
-11.46526,-2.66490,0
-11.48987,-2.67090,0
-11.51629,-2.67662,0
-11.54621,-2.68306,0
-11.57785,-2.68903,0
-11.60930,-2.69508,0
-11.64872,-2.70173,0
-11.68348,-2.70712,0
-11.72598,-2.71253,0
-11.76465,-2.71693,0
-11.79779,-2.71972,0
-11.83653,-2.72178,0
-11.87059,-2.72298,0
-11.90977,-2.72349,0
-11.93505,-2.72262,0
-11.97204,-2.72496,0
-11.99350,-2.72645,0
-12.00135,-2.72541,0
-12.01759,-2.72639,0
-12.03165,-2.72625,0
-12.04707,-2.72769,0
-12.05541,-2.72457,0
-12.06570,-2.72369,0
-12.08111,-2.72515,0
-12.10668,-2.73315,0
-12.13477,-2.74406,0
-12.14164,-2.74672,0
-12.14968,-2.75122,0
-12.14933,-2.75081,0
-12.14951,-2.75123,0
-12.15054,-2.75361,0
-12.15184,-2.75645,0
-12.15514,-2.76277,0
-12.15880,-2.76882,0
-12.17195,-2.78510,0
-12.17066,-2.78444,0
-12.17381,-2.78764,0
-12.17748,-2.79107,0
-12.18430,-2.79596,0
-12.18430,-2.79596,0
-12.18430,-2.79596,0
-12.18430,-2.79596,0
-12.18430,-2.79596,0
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18430,-2.79596,1
-12.18429,-2.79596,1
-12.18429,-2.79596,1
-12.18429,-2.79596,1
-12.18429,-2.79596,1
-12.18429,-2.79596,1
-12.18429,-2.79596,1
-12.18429,-2.79596,1
-7.47973,-2.79518,1
-7.51215,-2.79636,0
-7.54368,-2.79762,0
-7.57683,-2.79887,0
-7.60968,-2.80027,0
-7.64699,-2.80138,0
-7.67959,-2.80246,0
-7.71956,-2.80382,0
-7.75951,-2.80499,0
-7.79785,-2.80583,0
-7.83658,-2.80639,0
-7.87156,-2.80726,0
-7.91217,-2.80782,0
-7.95023,-2.80866,0
-7.98636,-2.80964,0
-8.02117,-2.81059,0
-8.05494,-2.81149,0
-8.09106,-2.81222,0
-8.12620,-2.81290,0
-8.16615,-2.81362,0
-8.19920,-2.81422,0
-8.23572,-2.81452,0
-8.27449,-2.81493,0
-8.31101,-2.81580,0
-8.34864,-2.81639,0
-8.38261,-2.81686,0
-8.41718,-2.81716,0
-8.45207,-2.81725,0
-8.48878,-2.81739,0
-8.52348,-2.81717,0
-8.56594,-2.81650,0
-8.60169,-2.81609,0
-8.64127,-2.81542,0
-8.67470,-2.81465,0
-8.71649,-2.81333,0
-8.75224,-2.81246,0
-8.78825,-2.81166,0
-8.83605,-2.81057,0
-8.89379,-2.80926,0
-8.94738,-2.80769,0
-8.99589,-2.80654,0
-9.04233,-2.80496,0
-9.09743,-2.80285,0
-9.15399,-2.80060,0
-9.20114,-2.79883,0
-9.26132,-2.79593,0
-9.32047,-2.79227,0
-9.37907,-2.78896,0
-9.43427,-2.78536,0
-9.48321,-2.78209,0
-9.53198,-2.78032,0
-9.58692,-2.77952,0
-9.64173,-2.77984,0
-9.69476,-2.78090,0
-9.74445,-2.78284,0
-9.79505,-2.78654,0
-9.84622,-2.79074,0
-9.89492,-2.79428,0
-9.94755,-2.79866,0
-9.99625,-2.80283,0
-10.04055,-2.80584,0
-10.08732,-2.80886,0
-10.13124,-2.81085,0
-10.17421,-2.81325,0
-10.21663,-2.81510,0
-10.24969,-2.81649,0
-10.27806,-2.81723,0
-10.30682,-2.81465,0
-10.32334,-2.81320,0
-10.35382,-2.81723,0
-10.37606,-2.81902,0
-10.39073,-2.82169,0
-10.42177,-2.82341,0
-10.45225,-2.82503,0
-10.48276,-2.82630,0
-10.51465,-2.82690,0
-10.52749,-2.82514,0
-10.55701,-2.82606,0
-10.58000,-2.82725,0
-10.60648,-2.82593,0
-10.61632,-2.82320,0
-10.63308,-2.82424,0
-10.67301,-2.82620,0
-10.70259,-2.82799,0
-10.73473,-2.82794,0
-10.75824,-2.82764,0
-10.79031,-2.82776,0
-10.81449,-2.82657,0
-10.83362,-2.82511,0
-10.85314,-2.82566,0
-10.87805,-2.82631,0
-10.89655,-2.82553,0
-10.93082,-2.82650,0
-10.96385,-2.82764,0
-10.99341,-2.82755,0
-11.01729,-2.82840,0
-11.04300,-2.82901,0
-11.06481,-2.82796,0
-11.09434,-2.82763,0
-11.11731,-2.82692,0
-11.13844,-2.82628,0
-11.17057,-2.82567,0
-11.20488,-2.82493,0
-11.23693,-2.82445,0
-11.26609,-2.82360,0
-11.29831,-2.82206,0
-11.33298,-2.81996,0
-11.36638,-2.81725,0
-11.40058,-2.81417,0
-11.43224,-2.81083,0
-11.46734,-2.80691,0
-11.50227,-2.80285,0
-11.53787,-2.79792,0
-11.56841,-2.79383,0
-11.58479,-2.79149,0
-11.60004,-2.78950,0
-11.61598,-2.78721,0
-11.63153,-2.78409,0
-11.64428,-2.78254,0
-11.65450,-2.78037,0
-11.66586,-2.77885,0
-11.67005,-2.77789,0
-11.67920,-2.77615,0
-11.68139,-2.77484,0
-11.69306,-2.77385,0
-11.69677,-2.77327,0
-11.70666,-2.77135,0
-11.71754,-2.76972,0
-11.72758,-2.76794,0
-11.73817,-2.76651,0
-11.75932,-2.76337,0
-11.78330,-2.75971,0
-11.80672,-2.75504,0
-11.81984,-2.75311,0
-11.82645,-2.75170,0
-11.83712,-2.74922,0
-11.85180,-2.74464,0
-11.85779,-2.74257,0
-11.86441,-2.74076,0
-11.86633,-2.73890,0
-11.86786,-2.73777,0
-11.87093,-2.73687,0
-11.87504,-2.73613,0
-11.87865,-2.73530,0
-11.88116,-2.73629,0
-11.88618,-2.73401,0
-11.88994,-2.73283,0
-11.89606,-2.72987,0
-11.90706,-2.72571,0
-11.91234,-2.72408,0
-11.91683,-2.72242,0
-11.92746,-2.71865,0
-11.93587,-2.71358,0
-11.95210,-2.70750,0
-11.96421,-2.70246,0
-11.96712,-2.69870,0
-11.97038,-2.69763,0
-11.97551,-2.69417,0
-11.98911,-2.69068,0
-12.00348,-2.68693,0
-12.03065,-2.67769,0
-12.06774,-2.66476,0
-12.09798,-2.65389,0
-12.10418,-2.65004,0
-12.11780,-2.64670,0
-12.13381,-2.64083,0
-12.14385,-2.63735,0
-12.15456,-2.62929,0
-12.16988,-2.61653,0
-12.18018,-2.61064,0
-12.18431,-2.60791,0
-12.18430,-2.60791,0
-12.18430,-2.60790,0
-12.18430,-2.60790,0
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18430,-2.60790,1
-12.18429,-2.60790,1
-12.18429,-2.60790,1
-12.18429,-2.60790,1
-12.18429,-2.60790,1
-12.18429,-2.60790,1
-7.46203,-2.63855,1
-7.42109,-2.64999,0
-8.37694,-2.84332,0
-8.37773,-2.84348,0
-7.01872,-1.73083,0
-4.08080,0.52960,0
-1.39074,2.59981,0
1.32377,3.47105,0
-4.57418,-3.13184,0
-4.46259,-2.99461,0
-4.30423,-2.91043,0
-4.33988,-2.94392,0
-4.37448,-2.97765,0
-4.40931,-3.01261,0
-4.44418,-3.04953,0
-4.47907,-3.08730,0
-4.51105,-3.12216,0
-4.54216,-3.15739,0
-4.57223,-3.19182,0
-4.60301,-3.22718,0
-4.63394,-3.26155,0
-4.66372,-3.29580,0
-4.69527,-3.33144,0
-4.72695,-3.36666,0
-4.75950,-3.40279,0
-4.79280,-3.44047,0
-4.82407,-3.47635,0
-4.85401,-3.51152,0
-4.88438,-3.54800,0
-4.91302,-3.58253,0
-4.94106,-3.61707,0
-4.96926,-3.65250,0
-5.00032,-3.69167,0
-5.03359,-3.73496,0
-5.06638,-3.77851,0
-5.09656,-3.81937,0
-5.12354,-3.85797,0
-5.15081,-3.89705,0
-5.17751,-3.93655,0
-5.20305,-3.97499,0
-5.23010,-4.01714,0
-5.25306,-4.05388,0
-5.27475,-4.08953,0
-5.30247,-4.13576,0
-5.32850,-4.17980,0
-5.35212,-4.22124,0
-5.37647,-4.26453,0
-5.39942,-4.30657,0
-5.42476,-4.35380,0
-5.44750,-4.39667,0
-5.46837,-4.43654,0
-5.48969,-4.47772,0
-5.50515,-4.50846,0
-5.52145,-4.54101,0
-5.53457,-4.56742,0
-5.55245,-4.60393,0
-5.57016,-4.64086,0
-5.58395,-4.67119,0
-5.59616,-4.69845,0
-5.61397,-4.73816,0
-5.63254,-4.78079,0
-5.65397,-4.82940,0
-5.67460,-4.87876,0
-5.69558,-4.93178,0
-5.71032,-4.97004,0
-5.71982,-4.99664,0
-5.73376,-5.03206,0
-5.74600,-5.06618,0
-5.75476,-5.09045,0
-5.76379,-5.11771,0
-5.77369,-5.14778,0
-5.78292,-5.17773,0
-5.79198,-5.20926,0
-5.80093,-5.24256,0
-5.81133,-5.28074,0
-5.82177,-5.31978,0
-5.83028,-5.35572,0
-5.83956,-5.39771,0
-5.84666,-5.42899,0
-5.85548,-5.46886,0
-5.86427,-5.51425,0
-5.87257,-5.56215,0
-5.88003,-5.60789,0
-5.88530,-5.64398,0
-5.89097,-5.68236,0
-5.89469,-5.71412,0
-5.89941,-5.75309,0
-5.90436,-5.79502,0
-5.90875,-5.83326,0
-5.91237,-5.88042,0
-5.91527,-5.91928,0
-5.91688,-5.95828,0
-5.91874,-5.99844,0
-5.91936,-6.03474,0
-5.92016,-6.05725,0
-5.91949,-6.09167,0
-5.91890,-6.11640,0
-5.91750,-6.14815,0
-5.91336,-6.18451,0
-5.90854,-6.21853,0
-5.90516,-6.24377,0
-5.89984,-6.28269,0
-5.89252,-6.32912,0
-5.88422,-6.37380,0
-5.87453,-6.42188,0
-5.86419,-6.46754,0
-5.85129,-6.51500,0
-5.83857,-6.55713,0
-5.82452,-6.59872,0
-5.81266,-6.63199,0
-5.80291,-6.66067,0
-5.79022,-6.70128,0
-5.77681,-6.74546,0
-5.76399,-6.78860,0
-5.75198,-6.82926,0
-5.73995,-6.87201,0
-5.73005,-6.90963,0
-5.72032,-6.95176,0
-5.71058,-6.99387,0
-5.69986,-7.03645,0
-5.68919,-7.07856,0
-5.67757,-7.12099,0
-5.66559,-7.16382,0
-5.65374,-7.20597,0
-5.64188,-7.24663,0
-5.62942,-7.29054,0
-5.61850,-7.32877,0
-5.60703,-7.36880,0
-5.59558,-7.40807,0
-5.58381,-7.45116,0
-5.57331,-7.49091,0
-5.56263,-7.53392,0
-5.55329,-7.57274,0
-5.54376,-7.61465,0
-5.53633,-7.65022,0
-5.53105,-7.67848,0
-5.52503,-7.71357,0
-5.52049,-7.74144,0
-5.51579,-7.76982,0
-5.51179,-7.79417,0
-5.50867,-7.82654,0
-5.50738,-7.85070,0
-5.50517,-7.87049,0
-5.50484,-7.89573,0
-5.50531,-7.92429,0
-5.50722,-7.95937,0
-5.50837,-7.98501,0
-5.51100,-8.01106,0
-5.51429,-8.03751,0
-5.52135,-8.06481,0
-5.52700,-8.08208,0
-5.53498,-8.10519,0
-5.53966,-8.12052,0
-5.54387,-8.12980,0
-5.54532,-8.13440,0
-5.54551,-8.13849,0
-5.54588,-8.14363,0
-5.55224,-8.15246,0
-5.55445,-8.15667,0
-5.55725,-8.16313,0
-5.55877,-8.16880,0
-5.56752,-8.18014,0
-5.57314,-8.18279,0
-5.57954,-8.18628,0
-5.58684,-8.19355,0
-5.59182,-8.19762,0
-5.59460,-8.20010,0
-5.59989,-8.20782,0
-5.60439,-8.21430,0
-5.60439,-8.21430,0
-5.60439,-8.21430,0
-5.60439,-8.21430,0
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21430,1
-5.60439,-8.21429,1
-5.60439,-8.21429,1
-5.60439,-7.33135,1
-5.60410,-7.38014,0
-5.60561,-7.42168,0
-5.60721,-7.46874,0
-5.60872,-7.51252,0
-5.61022,-7.55772,0
-5.61237,-7.60363,0
-5.61441,-7.64723,0
-5.61665,-7.69164,0
-5.61878,-7.73406,0
-5.62116,-7.77514,0
-5.62505,-7.82048,0
-5.62921,-7.86623,0
-5.63171,-7.89359,0
-5.63306,-7.90921,0
-5.63551,-7.92806,0
-5.63971,-7.94976,0
-5.64830,-7.97974,0
-5.65745,-8.00893,0
-5.66453,-8.03163,0
-5.67578,-8.06833,0
-5.68055,-8.08372,0
-5.68562,-8.09837,0
-5.69295,-8.12110,0
-5.70048,-8.14377,0
-5.70792,-8.16540,0
-5.71915,-8.19131,0
-5.72921,-8.19944,0
-5.74109,-8.21443,0
-5.74093,-8.21456,0
-5.74087,-8.21455,0
-5.74084,-8.21455,0
-5.74076,-8.21455,0
-5.74074,-8.21455,1
-5.74066,-8.21455,1
-5.74061,-8.21455,1
-5.74055,-8.21455,1
-5.74121,-6.41641,1
-5.74160,-6.46019,0
-5.74150,-6.50341,0
-5.74196,-6.54753,0
-5.74254,-6.59055,0
-5.74228,-6.63627,0
-5.74105,-6.68494,0
-5.73987,-6.73408,0
-5.73851,-6.77995,0
-5.73735,-6.83105,0
-5.73489,-6.88033,0
-5.73086,-6.92326,0
-5.72794,-6.96120,0
-5.72380,-7.01194,0
-5.72086,-7.04796,0
-5.71604,-7.09452,0
-5.71128,-7.13491,0
-5.70463,-7.17868,0
-5.69842,-7.21649,0
-5.69249,-7.25955,0
-5.68592,-7.30492,0
-5.67952,-7.34900,0
-5.67297,-7.39599,0
-5.66699,-7.44063,0
-5.66102,-7.48446,0
-5.65545,-7.52679,0
-5.65017,-7.57017,0
-5.64452,-7.61656,0
-5.63964,-7.65780,0
-5.63522,-7.70114,0
-5.63212,-7.73654,0
-5.63039,-7.77908,0
-5.62847,-7.82283,0
-5.62700,-7.86538,0
-5.62665,-7.90051,0
-5.62599,-7.92689,0
-5.62734,-7.95591,0
-5.62934,-7.97724,0
-5.63372,-8.01084,0
-5.63776,-8.03610,0
-5.64348,-8.06513,0
-5.64618,-8.07858,0
-5.64972,-8.09585,0
-5.65211,-8.10597,0
-5.65471,-8.11721,0
-5.65869,-8.13360,0
-5.66053,-8.14053,0
-5.66216,-8.14510,0
-5.66288,-8.14926,0
-5.66392,-8.15380,0
-5.66533,-8.15696,0
-5.66671,-8.16312,0
-5.67047,-8.16503,0
-5.24050,-6.11287,0
-5.24736,-6.14367,0
-5.25760,-6.18210,0
-5.26629,-6.21586,0
-5.27641,-6.25274,0
-5.28752,-6.29519,0
-5.29733,-6.33591,0
-5.30842,-6.38135,0
-5.31670,-6.41654,0
-5.32648,-6.45960,0
-5.33711,-6.50388,0
-5.34830,-6.54991,0
-5.35755,-6.58935,0
-5.36748,-6.63279,0
-5.37758,-6.67525,0
-5.38652,-6.71794,0
-5.39598,-6.76345,0
-5.40514,-6.80987,0
-5.41510,-6.85443,0
-5.42467,-6.90013,0
-5.43472,-6.94810,0
-5.44092,-6.97967,0
-5.45110,-7.03028,0
-5.46172,-7.08235,0
-5.47146,-7.12960,0
-5.48282,-7.18152,0
-5.49327,-7.22802,0
-5.50404,-7.27432,0
-5.51495,-7.31811,0
-5.52718,-7.36563,0
-5.53935,-7.41066,0
-5.54999,-7.45549,0
-5.56138,-7.50259,0
-5.57279,-7.54894,0
-5.58347,-7.59625,0
-5.59488,-7.64427,0
-5.60406,-7.69294,0
-5.61385,-7.74223,0
-5.62346,-7.78364,0
-5.63411,-7.82047,0
-5.64610,-7.85848,0
-5.65714,-7.89155,0
-5.66789,-7.92051,0
-5.68283,-7.96087,0
-5.69508,-7.99248,0
-5.70806,-8.02673,0
-5.72136,-8.06138,0
-5.73373,-8.09420,0
-5.74618,-8.12694,0
-5.75838,-8.15810,0
-5.77257,-8.18988,0
-5.79304,-8.20943,0
-5.80050,-8.23069,0
-5.80990,-8.25089,0
-5.81524,-8.26485,0
-5.81787,-8.27445,0
-5.81795,-8.27383,0
-5.81816,-8.27579,0
-5.81830,-8.27646,0
-5.81921,-8.28112,0
-5.81969,-8.28408,0
-5.82004,-8.28668,0
-5.82038,-8.28978,0
-5.82050,-8.29108,0
-5.82068,-8.29354,0
-5.82086,-8.30072,0
-5.81999,-8.30754,0
-5.81662,-8.32844,0
-5.80573,-8.34494,0
-5.80570,-8.34499,0
-5.80570,-8.34499,0
-5.80570,-8.34499,0
-5.80570,-8.34499,0
-5.80570,-8.34499,1
-5.80570,-8.34499,1
-5.80570,-8.34499,1
-5.80570,-8.34499,1
